,BTC,long,short,mix,short_if_neg_day,mix2
2022-05-30,2.8298803383032083,2.406123522366063,0.6141357340213088,2.651421391660839,1.666866181269778,3.406243231127929
2022-05-31,2.8253003216159853,2.4043744802558633,0.6156200690292998,2.6502660835538356,1.6681181619812326,3.4052453774446025
2022-06-01,2.7653150999925074,2.383909016427778,0.6138185828690444,2.629080025261648,1.6663166758209773,3.3836990219203638
2022-06-02,2.7922184559157257,2.3931768832777216,0.6049723077717523,2.634809382072675,1.6663166758209773,3.3929668887703075
2022-06-03,2.7604516275281346,2.4080311166442447,0.6186426380778139,2.6551317475616227,1.679987006127039,3.4160233203204675
2022-06-04,2.7674485544688916,2.416665860955883,0.6199133073210878,2.6642747595705707,1.679987006127039,3.4246580646321063
2022-06-05,2.8173038469997014,2.411459990362046,0.5950709097079315,2.649131929931471,1.679987006127039,3.419452194038269
2022-06-06,2.7633093975438596,2.4165170237385922,0.651342512745565,2.6766976045230706,1.7001994999200747,3.4366367236906368
2022-06-07,2.778973925657984,2.4469029756864344,0.6613772689700269,2.7110974589606975,1.7001994999200747,3.467022675638479
2022-06-08,2.787859014966803,2.452932529367873,0.6669071772784785,2.719338975965517,1.7001994999200747,3.4730522293199173
2022-06-09,2.7819461953850446,2.449239797789008,0.6679618324081092,2.716068106438504,1.7012541550497053,3.4699922908188308
2022-06-10,2.7539877914597444,2.452501416776291,0.6676166342404174,2.7191916461587105,1.7009089568820135,3.473046790905499
2022-06-11,2.695256418628722,2.457856491526941,0.7034873752422309,2.7388950173100857,1.736779697883827,3.4999243102572364
2022-06-12,2.6214657691147996,2.429965190563045,0.7566866417791317,2.73228342296095,1.736779697883827,3.4720330092933405
2022-06-13,2.4885455749929233,2.405993321751668,0.8216966738879221,2.734315566993089,1.8017897299926173,3.487067159747238
2022-06-14,2.4581712786288734,2.3776424865063954,0.8092281113829077,2.700977306745811,1.8017897299926173,3.458716324501965
2022-06-15,2.4757846978441904,2.4329997213721737,0.8158305463697589,2.7589755156063296,1.8083921649794685,3.5180350203598545
2022-06-16,2.393474177494932,2.4221977910264005,0.792079026489975,2.738672977308643,1.7846406450996846,3.4929821780862107
2022-06-17,2.3972164438620736,2.419116529226646,0.7915427712877564,2.7353772134280008,1.7857974716221965,3.490595012199963
2022-06-18,2.2922024284708034,2.4681208338783502,0.8344565575891946,2.8015470326002805,1.8287112579236346,3.5653475886325308
2022-06-19,2.3833706269951955,2.52117009455067,0.8761771343084732,2.8712845239603118,1.8287112579236346,3.6183968493048506
2022-06-20,2.415079058570197,2.5293362154552366,0.8702616554977228,2.877084453340578,1.8287112579236346,3.626562970209417
2022-06-21,2.40071263646177,2.5110263892317213,0.8858329003618642,2.8650031250627195,1.8287112579236346,3.608253143985902
2022-06-22,2.395588580765042,2.498818589164497,0.8742493542403197,2.8481619065468773,1.818413792432141,3.5898668646237817
2022-06-23,2.4381313411987655,2.529170686085296,0.827038905223694,2.859629823861026,1.818413792432141,3.62021896154458
2022-06-24,2.4488978262965615,2.555175521729923,0.8312185673659163,2.887306524362542,1.8225934545743632,3.648731594474541
2022-06-25,2.4547948377450552,2.583471564127513,0.8359358594112458,2.917489483578264,1.8273107466196927,3.6798580120993285
2022-06-26,2.4428982045062635,2.5807059659800142,0.8326782357242709,2.913420835955975,1.824053122932718,3.675137839739645
2022-06-27,2.4222901463445883,2.5771061322444138,0.855506676147841,2.9189523783898026,1.846881563356288,3.685235070258186
2022-06-28,2.4004879111898765,2.5813533605734698,0.8695365729141857,2.9288115654253963,1.8609114601226329,3.697900236647049
2022-06-29,2.390334067766629,2.58480145323619,0.8835541788082603,2.937866700445747,1.8749290660167073,3.709758892846214
2022-06-30,2.373088471933385,2.586272114292671,0.8326932562544332,2.9189929924806965,1.8240681434628803,3.6807130003703987
2022-07-01,2.3426857050874883,2.582476514208592,0.8372660660443584,2.9170265163125877,1.8286409532528054,3.6796610861602748
2022-07-02,2.3496581946201296,2.5880880858408286,0.8437557102468528,2.925233945625822,1.8286409532528054,3.6852726577925115
2022-07-03,2.34131373967266,2.5993760318067407,0.8442931871049109,2.9367368823349573,1.831585044168021,3.698327058307553
2022-07-04,2.404623995258797,2.609562961926159,0.8393468748757579,2.9449452875627147,1.831585044168021,3.7085139884269713
2022-07-05,2.3868265168964284,2.633165776770414,0.8505183919263734,2.973016709227216,1.8427565612186365,3.7388197135015955
2022-07-06,2.4133473697458667,2.6505508025087954,0.8585174607227197,2.9936013624841356,1.8427565612186365,3.7562047392399767
2022-07-07,2.4939099509202465,2.6592127581351335,0.8384122583039768,2.9942212371429764,1.8427565612186365,3.7648666948663148
2022-07-08,2.4705056734886206,2.66162963751563,0.844600728810122,2.999113504725931,1.8489450317247818,3.770996656550499
2022-07-09,2.4558447947983004,2.659097039247091,0.8681239949261894,3.005990212903819,1.8489450317247818,3.76846405828196
2022-07-10,2.420387971468211,2.653766297642085,0.8649924388786071,2.9994068488797803,1.8458134756771993,3.761254383048404
2022-07-11,2.3912579718771556,2.6239630732758688,0.8706550219479863,2.971868657741316,1.8475005099099555,3.732463379221842
2022-07-12,2.367757708868771,2.6090855927848042,0.8683209170040139,2.956057535272662,1.8468078533410752,3.717170304789449
2022-07-13,2.4062999874725066,2.618126682643073,0.8597280530007583,2.9616614795296288,1.8468078533410752,3.726211394647718
2022-07-14,2.4255328486331735,2.6108694265215613,0.8350878028976026,2.9445481233668547,1.8468078533410752,3.718954138526206
2022-07-15,2.4315867334963266,2.624889320417308,0.8439154949585816,2.962099094086993,1.850929698900082,3.735447139757357
2022-07-16,2.4597606171881,2.629472562587418,0.8472589644208056,2.9680197240419925,1.850929698900082,3.740030381927467
2022-07-17,2.4579001210964546,2.6361692425103214,0.8349531539925433,2.969794079793591,1.8386238884718198,3.739343575593413
2022-07-18,2.4870765375117414,2.6327379136388065,0.8197462471831746,2.960279988198329,1.8386238884718198,3.735912246721898
2022-07-19,2.55713184818056,2.636622652654679,0.822678899832233,2.9653377882738248,1.8386238884718198,3.7397969857377706
2022-07-20,2.529019819898296,2.6247094155733897,0.8419042512129552,2.9611146917448243,1.8483121564287668,3.7336967094306495
2022-07-21,2.534644707953673,2.634973526324331,0.842899002225323,2.9717767029007125,1.8483121564287668,3.7439608201815906
2022-07-22,2.530336028387161,2.6192748319513095,0.835061479041183,2.9529429992540353,1.8455114810550843,3.7265817205843597
2022-07-23,2.5094364096038544,2.6326281831665157,0.8320278965550864,2.9650829174748026,1.8424778985689876,3.738114922307908
2022-07-24,2.488653993808664,2.6394897826789574,0.8718959980347823,2.987891757579123,1.8424778985689876,3.7449765218203495
