,Bitcoin,avg,top,+SL,TopvBot,mozaic,crypto_on,btcXalt,1+2,1+3,1+2+3
2019-04-26,0.37293012339687,0.14203208875197246,0.510490965579481,0.6219415908655931,1.7532760513598038,0.8820607459896163,0.9670617324889934,1.269612230688606,0.7319129044003464,1.019042037219979,0.8457553018115385
2019-04-27,0.3721490541560217,0.14344084459694506,0.5124683416262966,0.6236114297071691,1.7217844515133167,0.878711236534606,0.9657977710320254,1.263827351693467,0.7290333739605586,1.012850770637729,0.8408543437097373
2019-04-28,0.3733391974174689,0.14254432802194486,0.517303883938507,0.6301110005803289,1.7495865561213766,0.8892573877587601,0.9625660808923999,1.269141166605724,0.7367357673244131,1.027136129715021,0.8508244928188012
2019-04-29,0.3706699721871078,0.13904197702068646,0.5000724614757294,0.6124670055434416,1.7238095760829648,0.8667162989597579,0.9528436306837292,1.289240403337336,0.7171342167094105,1.009233376678559,0.8353293306676217
2019-04-30,0.3779722538819628,0.1455131942889006,0.5104749033117416,0.622273524337995,1.685147792214088,0.8708722811743528,0.9617342018962007,1.262723814471408,0.722073820507423,1.003693983725148,0.8331514596052045
2019-05-01,0.38164343452753274,0.14586339684527813,0.510992248143345,0.6238891700930482,1.677773672430342,0.8706498804186265,0.958637502774573,1.272216122953138,0.7213173860402549,1.007210211563873,0.8351076827165697
2019-05-02,0.3888900807759099,0.1459695720040745,0.51394414427015,0.6290403165502862,1.6919469371184492,0.8771742297006423,0.961370561179363,1.290835226587387,0.7269665398111796,1.022128244845246,0.8468349850994001
2019-05-03,0.4074686637572996,0.1498427189269961,0.5283752365209582,0.6400991989115377,1.7183571035098353,0.895108252723418,0.9680112199906856,1.3174080366708198,0.7423417621726806,1.053546522869848,0.8717244484133915
2019-05-04,0.4119103246281761,0.146418634256839,0.5183014631304121,0.6278953448479697,1.7406227325669015,0.8875972132341934,0.982497645570679,1.3598021203852688,0.7392013877910103,1.061657515714223,0.8810258893935087
2019-05-05,0.4094055223199223,0.1451664813126893,0.5145159148584101,0.6233093494248981,1.7383592517626825,0.8828906103918858,0.9971078652081435,1.3596890628499358,0.7382257307293767,1.05598380035326,0.8800636660299187
2019-05-06,0.4059511578036514,0.14440433308248468,0.50650254033753,0.6136223387234427,1.7189709319982875,0.8704509534471848,0.9976119576949906,1.3533470494804039,0.7284377294338654,1.038642594934109,0.8671678515448092
2019-05-07,0.41179263824046247,0.14151232309041328,0.4939253623376687,0.5988552606871753,1.7192588457430364,0.8563121178190932,1.0016615603735892,1.4027137798730087,0.7179364721390683,1.040715350766603,0.8696053730983431
2019-05-08,0.4225973661703672,0.14522971233919488,0.5023683883149765,0.6089099123695484,1.7256698134457955,0.8670687253634614,1.0076775440067303,1.4236643961209885,0.7275819297181892,1.061560293484509,0.8865870220553894
2019-05-09,0.43616517181040115,0.14018965724444118,0.49824423612061286,0.604290588228819,1.7951666532980304,0.8741430662318219,1.0130546519945163,1.5155571238403023,0.7341920152273234,1.104481540243271,0.9200317790284633
2019-05-10,0.45059824143700694,0.1442542677896302,0.5083685932168329,0.6139326992216982,1.7560381051233185,0.8783621298654284,1.0060515867249331,1.5392660235644824,0.7362895893164166,1.118451416907484,0.9289149765596144
2019-05-11,0.5089409232269498,0.16022878432232224,0.5549716234460175,0.6563401743159354,1.6856937706026967,0.9137355544344865,1.0221547758205443,1.5600662521567643,0.7674051934435464,1.1710505871149912,0.9719490937048547
2019-05-12,0.49252432748714187,0.15380779255296226,0.5422764103345884,0.6413261122729166,1.6923130183856638,0.9009968214626762,1.0033303850619921,1.5683671457552986,0.7537082352728783,1.1578400258651842,0.9576060909268412
2019-05-13,0.5520411138016363,0.16440060403969664,0.5802437519906825,0.6862283930168209,1.7130225601223348,0.9467274849112268,1.0121249058277293,1.6882718502800746,0.791702051614791,1.2608664843074593,1.036392914221391
2019-05-14,0.564720959780094,0.17708514990823174,0.5855414199265248,0.6924937084844628,1.60712987488885,0.9329822214249519,1.0255678294074932,1.5876994798719428,0.7834111057173755,1.2050046660750453,0.9985092216680803
2019-05-15,0.5796083568096786,0.19734116405089538,0.6260924186726109,0.7404515651770768,1.6181623710957151,0.9781921836141048,1.0455740989322821,1.458519337116472,0.8232957222089434,1.2143746946995162,1.010366729131447
2019-05-16,0.5569854597295288,0.1924241482930296,0.6248790864805399,0.7390166113365504,1.617463761549035,0.9767876239812804,1.0624022100305293,1.449756022723601,0.8254853382343059,1.2089828046894313,1.010394619508397
2019-05-17,0.5187685644068106,0.18374974972681202,0.5951468228936708,0.703853589947744,1.5405880434852852,0.9303282801584811,1.0909501439414702,1.4076952646137642,0.7937310189185769,1.1339417812950183,0.9607389584835684
2019-05-18,0.5136339611182418,0.18274269637113072,0.5949857206951833,0.7036630615665245,1.5349696013792462,0.9290294386569058,1.0823709394842773,1.4066163763172843,0.7911178189921718,1.1319241339207693,0.9573116343117352
2019-05-19,0.5790800787574449,0.20079978585349995,0.6359708499226701,0.7521343450071027,1.6263411807227008,0.9901270857783395,1.1037912581620601,1.4765856722609072,0.8444584018449598,1.2345177984321871,1.04013863301912
2019-05-20,0.5635831752339308,0.19678938350034816,0.6555491962378144,0.775288781541189,1.6827861336010486,1.021902461862447,1.1364734874390172,1.4760384743477792,0.8764548256128941,1.2739074691809442,1.077706882436255
2019-05-21,0.5625248945340983,0.20295261685688556,0.6448240729423524,0.7626046568113627,1.6523897300307697,1.004603637795453,1.1321939394784553,1.4467985084728863,0.8615348785203183,1.2397247900254063,1.050666081874577
2019-05-22,0.54251548376211,0.19184496770318638,0.6168127845993563,0.7294769560476778,1.582141751859832,0.961273956094088,1.1050486584097492,1.4476480444931041,0.8210698593022806,1.1866180421956192,1.003861290190246
2019-05-23,0.5567691264869322,0.19720104058329838,0.6673374778086066,0.7892302561214862,1.7103208754656425,1.039727131250491,1.1312576739762112,1.471223470793154,0.8895983578675775,1.2931246271915782,1.09090625989514
2019-05-24,0.5642233450334516,0.2016872778142046,0.6676519293600309,0.789602143939451,1.7086373332456415,1.039712597072544,1.1342974791389553,1.459231260412385,0.8901841545543272,1.2878363036711111,1.087623900451257
