index,top,+SL,TopvBot,mix,BTC,avg,mix25x25x50x0,timestamp
2017-12-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
2018-01-01,0.9899933258181666,0.9957165356941897,0.9957165356941897,0.9938087990688488,0.9647367846671607,0.9757698547175178,0.994285733225184,
2018-01-02,1.028188660286488,1.015940039149789,1.015940039149789,1.020046150242905,1.058326918988306,1.0798719118104,1.019021800974084,
2018-01-03,1.02583452642219,1.016287253699015,1.016287253699015,1.019500065221321,1.073789916966942,1.065976163805665,1.018699715447684,
2018-01-04,1.029624419500042,1.019553314478435,1.019553314478435,1.022939819366582,1.101918550258227,1.071253683816376,1.022095959232408,
2018-01-05,1.061703401693108,1.039192208447092,1.039192208447092,1.046699475410745,1.231209878151129,1.151633547690019,1.044822968873285,
2018-01-06,1.090982937092966,1.048862840480914,1.048862840480914,1.062815057691244,1.238097222201144,1.26384755457855,1.059318744609522,
2018-01-07,1.066245430304673,1.038770466532262,1.038333440348728,1.047816756507295,1.163968180801612,1.208952849287686,1.045448431937019,
2018-01-08,1.04452383810574,1.017608595333564,1.031953557155547,1.031439930801088,1.071607131105258,1.072469302856112,1.031587674363023,
2018-01-09,1.032490684947098,1.005885511918439,1.028380331823702,1.02232783280955,1.031010708081606,1.055367484889134,1.023859632347945,
2018-01-10,1.037111702469278,1.010387455271197,1.019686379435676,1.022497259764514,1.057705305834913,1.06641006252531,1.021822959388038,
2018-01-11,1.035202465157067,1.008527415099246,1.049685432639262,1.031269620538033,0.9469780053385196,0.969406040492544,1.035913368958061,
2018-01-12,1.045057318713596,1.01812832923737,1.036164229572739,1.033386568017567,0.9875815336950755,1.062233317015521,1.034172278332119,
2018-01-13,1.047414782298004,1.020425045807314,0.9763181899305521,1.015045455836355,1.014396301253422,1.123473750999931,1.005473237799333,
2018-01-14,1.017662581489454,0.9914394983565479,0.9598330828366951,0.9901106250306547,0.972846176992877,1.051068065003356,0.9827041252102137,
2018-01-15,1.009874175164808,0.9838517833319838,0.9623009291937448,0.9859074929840275,0.9762227277662753,1.004089459706159,0.9802070198896862,
2018-01-16,0.9438227303833848,0.9195679392956208,0.9776246718138994,0.9481733609881682,0.8116823262225279,0.7575752804367906,0.9559722737857205,
2018-01-17,0.9488288662193438,0.9241613205719212,0.9783137304019469,0.9516512883800429,0.7903562558731096,0.7889831208628362,0.9587706236438611,
2018-01-18,0.95591825438271,0.9295858215114685,0.9700197751060177,0.9531940942560553,0.8105803787680513,0.8208429443549261,0.9579043162371734,
2018-01-19,0.9605555083550211,0.9336281166187825,0.9694343305936529,0.9559253291550294,0.8199401027334563,0.8394927133840598,0.9598183316471666,
2018-01-20,0.9895209567376783,0.9609093987216523,0.9503302683671109,0.9685655958301564,0.9111920996424295,0.9331497981339665,0.9646084983617897,
2018-01-21,0.9521300139657793,0.9256734450869829,0.957724459162157,0.9470390183476213,0.8194243797354804,0.815497796648785,0.950405846942752,
2018-01-22,0.9405761456468683,0.9144406208571271,0.9773556939479904,0.9458483604266966,0.7721878506533528,0.771770014866433,0.9543799836639514,
2018-01-23,0.9355027538382317,0.9097337122187371,0.9727054649430757,0.9410247865084256,0.7677375668056509,0.7626342088101575,0.9495944436594773,
2018-01-24,0.9529524539600616,0.9225255653142774,0.9796753622709399,0.953568783050778,0.8024215250472645,0.7965393946015438,0.9607628134868819,
2018-01-25,0.9561550448748386,0.9248670024983643,0.9839848176769601,0.9568419515679343,0.7953575824318646,0.7985697127966092,0.9642927756887655,
2018-01-26,0.9567316328827437,0.9258643144660831,0.9916594675874468,0.9598658653056209,0.7891413129303126,0.7812697403210738,0.9684586363127989,
2018-01-27,0.9589936445428718,0.9283426491517669,0.9751052021803869,0.9561376160842149,0.8081644965968218,0.7979429856758796,0.9615956771868831,
2018-01-28,0.9906723012408338,0.9506897924896139,0.9843541912758357,0.9773608221793904,0.8325774546821181,0.8473295436172684,0.9798841578319775,
2018-01-29,0.9828003437732411,0.9431989183975874,0.9901361654334655,0.9741404368022167,0.7979712411995626,0.8150257978967739,0.9788852310733284,
2018-01-30,0.9355745553175988,0.9002644135597102,1.000014700187314,0.9470968988629095,0.7139032187433993,0.7077433291540157,0.9608692215701837,
2018-01-31,0.9479077171940835,0.9038921847914411,1.002136484519512,0.9532216291986879,0.7220126110691156,0.7295994054021135,0.9660232342809159,
2018-02-01,0.9031788894558153,0.8610595351921918,1.017450083969837,0.9280694412758145,0.6478016858816487,0.6256372815125979,0.9505639889977973,
2018-02-02,0.8793286683255968,0.8455170885965942,1.01954639771326,0.9149880314456923,0.6237991125094287,0.5823602209504253,0.9409783527274266,
2018-02-03,0.8934192055411282,0.8512819221376215,0.9830244961667932,0.91106325421645,0.6481103884519994,0.6188003070315807,0.9294981539302234,
2018-02-04,0.8506704088708404,0.8342062671916382,0.9884315397812402,0.8921312981895779,0.5846832201147977,0.5411036284233192,0.9162745430442472,
2018-02-05,0.7873114249209784,0.8275053707024073,0.9973099584487416,0.8702646939145279,0.4913162829258025,0.4388599343813137,0.9014883373484682,
2018-02-06,0.8407381770096708,0.8274318146694559,0.9888789023153015,0.8874718744576291,0.54773811039811,0.5193651997830669,0.912951496530325,
2018-02-07,0.8261344279483079,0.826658544661528,0.9807483713609745,0.8796246524534536,0.5383642447507114,0.4914295324218572,0.9050205431413184,
2018-02-08,0.8799361946178919,0.8285886526072089,0.9800498881212598,0.8992476495143106,0.5838765233868242,0.560437371234059,0.9199613360201319,
2018-02-09,0.9210797335463603,0.8433184746656975,0.9777096992846207,0.9179493124202811,0.6171752866311991,0.6357746797093045,0.9337052734548332,
2018-02-10,0.9113317691207261,0.8364007059789587,0.9780055369129912,0.9122936300068527,0.6090460959506917,0.6174588160336901,0.9294613354228892,
2018-02-11,0.8835621056002398,0.8189036342068199,0.9764076999165928,0.8962094549528732,0.5742964306256683,0.5735368320749973,0.916760584193183,
2018-02-12,0.9075431936166111,0.834622006497863,0.9672686456587238,0.9072555075096185,0.6305678043983255,0.6200905260128612,0.9230899065988193,
2018-02-13,0.9008952143610528,0.8303070625582114,0.9716165910692047,0.9048361259503928,0.6073796539413147,0.6084459487389455,0.9222810408549894,
2018-02-14,0.9230165639111335,0.8442780383547296,0.9526412643482048,0.9114267967741967,0.670695206466488,0.6776939558164293,0.922816388054557,
2018-02-15,0.9360428169811521,0.8539408737579827,0.9547173246946554,0.919873814688364,0.7181486896455437,0.7007565410409711,0.9297182054525557,
2018-02-16,0.9393808906945589,0.8569861592211929,0.9571878074307776,0.9228763413690925,0.7229168509109386,0.7134689996872634,0.9325788618089094,
2018-02-17,0.9432008407029987,0.8604710547716329,0.9455781358491848,0.9216470613923892,0.7849947648183102,0.7431306132863489,0.9288194111385369,
2018-02-18,0.9179476234713653,0.8374328411378485,0.9422207213327447,0.904105488618455,0.7453730830950062,0.6872741754906714,0.9147363713021601,
2018-02-19,0.9391092992327446,0.8567104750907446,0.9573284227126798,0.9228226748170244,0.7929487366097246,0.717087374985356,0.9326060781772529,
2018-02-20,0.9291726897083624,0.848629364786431,0.9685062469543347,0.9202579822406104,0.805550837829124,0.6747494826575502,0.9333844575127858,
2018-02-21,0.9030340192293987,0.8247564684232296,0.958512803876236,0.8998341898134011,0.7551637489502392,0.6399323295549325,0.9154403603419855,
2018-02-22,0.8693711715742046,0.794011611908456,0.9479519964525834,0.8741670485440797,0.7067474586707623,0.5940596379365011,0.8933345782772926,
2018-02-23,0.8952518553757765,0.8176488846114021,0.9567262252203796,0.894213110242891,0.7276637651614356,0.6258285131085379,0.9107659540534442,
2018-02-24,0.8862093671197183,0.8093357149663973,0.9665168563148382,0.8912222095238002,0.6931896556838458,0.5989643678528461,0.910811329414751,
2018-02-25,0.8835647549467756,0.8058172992562671,0.9610189143181213,0.8873543406323745,0.6827110142455719,0.5965343241945086,0.9065513991849751,
2018-02-26,0.8938385270055776,0.8124497514479466,0.9652498918576861,0.8945303601389214,0.7322977529074267,0.6209508601210489,0.9130476433058894,
2018-02-27,0.9076349938833772,0.8236078191226522,0.975603097459036,0.9064260831175137,0.7576502015638084,0.6320107094085011,0.9246024436190705,
