,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-30 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00
,"10,20,30","10,20,30","10,20,30","10,20,30","10,20,30","10,20,30",obs10,obs10,obs20,obs20,obs30,obs30,"10,20,30","10,20,30","10,20,30","10,20,30","10,20,30","10,20,30",obs10,obs10,obs20,obs20,obs30,obs30
,"top3,5","top3,5","top3,5","top3,5","top3,5","top3,5",,,,,,,"top3,5","top3,5","top3,5","top3,5","top3,5","top3,5",,,,,,
,top,+SL,TopvBot,mix,vol_VT,w_VT,rt,rank,rt,rank,rt,rank,top,+SL,TopvBot,mix,vol_VT,w_VT,rt,rank,rt,rank,rt,rank
BTC,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.2105963157054273,1.0,-0.017413087248322023,11.0,-0.03717269447121585,19.0,-0.03908210816487245,15.0,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.21006645749901534,1.0,-0.022242867634370334,11.0,-0.04524444763749036,18.0,-0.04411444489127325,14.0
ETH,0.0,0.0,-0.027777777777777776,-0.009259259259259259,0.2811342269419078,1.0,-0.015753942450530967,10.0,-0.009896830461604167,11.0,-0.03723258471705815,14.0,0.0,0.0,0.0,0.0,0.28097066575331153,1.0,-0.01867074053908324,9.0,-0.0116541553532451,9.0,-0.03538061834242667,13.0
BNB,0.0,0.0,0.0,0.0,0.31587487907356354,1.0,-0.001235584843492732,7.0,-0.01502843216896843,12.0,0.009155222638368432,10.0,0.03333333333333333,0.0,0.03333333333333333,0.022222222222222223,0.30187019392126724,1.0,-0.008206811653672652,5.0,-0.027755430410298043,13.0,-0.025010084711577618,11.0
XRP,0.17777777777777778,0.17777777777777778,0.15,0.1685185185185185,2.1957673889070617,0.2961219438262194,-0.03427977732259446,14.0,0.6379325212543414,1.0,0.6555968389925457,1.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,2.1967059409011553,0.2960240703472402,-0.02858122454697809,13.0,0.6427386419237986,1.0,0.650028902169022,1.0
DOGE,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.5407568743326691,1.0,0.10478617955253466,1.0,0.1960754254177528,5.0,0.17393921155582293,6.0,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.5361999716887257,1.0,0.06132204315760714,1.0,0.19041053921568607,5.0,0.13428696540650975,6.0
ADA,0.0,0.0,0.0,0.0,0.786116197039289,0.8187830030851664,-0.00019304472627224012,6.0,0.12571731676622488,7.0,0.12924867119316685,7.0,0.0,0.0,0.0,0.0,0.7895579212812756,0.8268497741785034,-0.013518783887171648,7.0,0.0830926324540231,7.0,0.08420387660496775,7.0
SOL,0.08888888888888889,0.08888888888888889,0.061111111111111116,0.07962962962962963,0.7543402536828877,0.8672663648705574,-0.03840426502779437,15.0,0.15086488829424005,6.0,0.2833145726063213,3.0,0.08888888888888889,0.08888888888888889,0.061111111111111116,0.07962962962962963,0.7569804705006811,0.8616801195833431,-0.05737591218091609,15.0,0.09295215055980699,6.0,0.2719202607007196,3.0
TRX,0.0,0.0,0.0,0.0,0.3114957440989091,1.0,-0.009166356992443947,8.0,0.03159659530564851,8.0,0.04973753280839888,9.0,0.0,0.0,0.0,0.0,0.31710647547114124,1.0,-0.027974636329727853,12.0,0.010861132660977324,8.0,0.011907843644835436,9.0
LTC,0.03333333333333333,0.03333333333333333,-0.06388888888888888,0.0009259259259259273,0.4850624102192705,0.6745045550362815,0.012318833038361898,4.0,-0.01643126475138723,14.0,-0.08338152008408706,19.0,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.48622166108336506,1.0,-0.01961215377338188,10.0,-0.036218262910837073,17.0,-0.09312329550070886,19.0
MATIC,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.6905247617149861,0.9245131011015293,-0.0818930191489694,19.0,-0.028976965138241217,18.0,0.06932621537653261,8.0,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.6892168296321187,0.9413130940962365,-0.09498567360301591,19.0,-0.0512369995229045,19.0,0.03479237331077112,8.0
DOT,0.0,0.0,0.0,0.0,0.38313541110131777,1.0,-0.03193277310924403,12.0,0.010329370493080914,9.0,0.0007722007722008595,12.0,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.37253676275368414,1.0,-0.06873290793072051,17.0,-0.020329881089375057,11.0,-0.045412072509811385,15.0
BCH,0.08888888888888889,0.08888888888888889,0.019444444444444445,0.06574074074074075,0.44514148781225604,0.8868069030691029,0.03300913497076552,3.0,-0.01582806483500332,13.0,-0.05541579632770799,17.0,0.08888888888888889,0.08888888888888889,-0.008333333333333326,0.05648148148148149,0.43235570111680566,1.0,0.014335935173949155,3.0,-0.029186482296731375,14.0,-0.05247682938573339,16.0
AVAX,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.44827200903710857,1.0,-0.05475504322766567,17.0,-0.020164301717699784,15.0,0.009091710970468014,11.0,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.4529980111025148,1.0,-0.08226037195994274,18.0,-0.033157498116051065,15.0,-0.010326745450903507,10.0
XLM,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.9635982769810223,0.32977943513085317,-0.01278411735690288,9.0,0.5668546708942033,2.0,0.4139908005630617,2.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.9673635336120772,0.33102493907224084,-0.015384431107768992,8.0,0.5655957451937332,2.0,0.4345226130379791,2.0
LINK,0.12222222222222223,0.12222222222222223,0.052777777777777785,0.09907407407407409,0.8679323451947093,0.7411960525798639,-0.07119990773658502,18.0,0.2501134484427272,3.0,0.22147192720465947,4.0,0.06666666666666667,0.06666666666666667,0.038888888888888896,0.05740740740740741,0.8657974198377765,0.7489062985136025,-0.05532194756422515,14.0,0.23844004610704017,4.0,0.1822606769492896,4.0
UNI,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.5211309395106654,1.0,0.07075108530031105,2.0,0.22698802142481656,4.0,0.22063449107248245,5.0,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.49758804025246806,1.0,0.057267657496277824,2.0,0.2401510532335902,3.0,0.1782977815001312,5.0
ATOM,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.385805578087239,1.0,-0.03883909517712336,16.0,-0.025319194979442017,17.0,-0.030250834320163622,13.0,0.0,0.0,-0.20833333333333334,-0.06944444444444445,0.37722503518680855,1.0,-0.05856142584341173,16.0,-0.03522504892367917,16.0,-0.0716602155037136,17.0
XMR,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.19517143031248846,1.0,-0.033172496984318456,13.0,-0.020171149144253775,16.0,-0.04809976247030823,16.0,0.03333333333333333,0.0,0.03333333333333333,0.022222222222222223,0.19556961160838504,1.0,-0.0030883261272391938,4.0,-0.023593466424682075,12.0,-0.03353293413173608,12.0
ETC,0.03333333333333333,0.03333333333333333,-0.03611111111111111,0.010185185185185186,0.37343085562699374,1.0,0.009053351093802453,5.0,-0.00010434430232564296,10.0,-0.07489699681021111,18.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.3760486993547079,1.0,-0.011870786751249529,6.0,-0.014950436469863382,10.0,-0.09068147125892445,18.0
