,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-26 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00
,"10,20,30","10,20,30","10,20,30","10,20,30","10,20,30","10,20,30",obs10,obs10,obs20,obs20,obs30,obs30,"10,20,30","10,20,30","10,20,30","10,20,30","10,20,30","10,20,30",obs10,obs10,obs20,obs20,obs30,obs30
,"top3,5","top3,5","top3,5","top3,5","top3,5","top3,5",,,,,,,"top3,5","top3,5","top3,5","top3,5","top3,5","top3,5",,,,,,
,top,+SL,TopvBot,mix,vol_VT,w_VT,rt,rank,rt,rank,rt,rank,top,+SL,TopvBot,mix,vol_VT,w_VT,rt,rank,rt,rank,rt,rank
BTC,0.0,0.0,-0.12499999999999999,-0.041666666666666664,0.2252272426813588,1.0,-0.029109231645022215,15.0,-0.018179032715033516,15.0,-0.0302639851539529,19.0,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.22127200596000554,1.0,-0.022247992567522412,13.0,-0.028908178363931558,16.0,-0.03991047958389726,18.0
ETH,0.0,0.0,-0.027777777777777776,-0.009259259259259259,0.32814609995712973,1.0,-0.02607030815093847,14.0,0.013991127577633211,13.0,0.0070092578148115425,15.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.3248937167834392,1.0,-0.016016115529510322,12.0,0.005173952782335345,13.0,-0.004757671016839549,16.0
XRP,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,2.1993918266606225,0.2950795760208971,-0.010943446564579684,6.0,0.7020354045493484,1.0,0.6423397995463651,2.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,2.1997976154220646,0.29553624421115865,-0.006469002755838282,9.0,0.6796781761540198,1.0,0.6272533302261039,1.0
BNB,0.0,0.0,0.0,0.0,0.3405993377568247,1.0,-0.013619479983491556,7.0,0.029285099052541064,12.0,0.01228293096145694,13.0,0.0,0.0,0.0,0.0,0.3425646222875864,1.0,-0.006964358869315568,10.0,0.028862478777589295,12.0,0.020631578947368556,13.0
DOGE,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.5566689981576806,1.0,0.12097238204833127,2.0,0.201696222050886,5.0,0.20373802903923366,5.0,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.15555555555555556,0.556548019363821,1.0,0.1286164422801488,1.0,0.20489296636085563,4.0,0.20195241000610142,5.0
ADA,0.0,0.0,0.0,0.0,0.828197505158312,0.7760143890009574,-0.018529390147288938,12.0,0.13777586560337207,6.0,0.12925775751864088,6.0,0.0,0.0,0.0,0.0,0.8277511346857882,0.784836945235365,0.0034429500909987087,7.0,0.13086168685612787,6.0,0.12178954915201534,7.0
SOL,0.12222222222222223,0.12222222222222223,0.052777777777777785,0.09907407407407409,0.8301758377649548,0.7910931157587722,-0.06921168386965826,18.0,0.27981164728377617,4.0,0.5244786011015636,3.0,0.12222222222222223,0.12222222222222223,0.052777777777777785,0.09907407407407409,0.8312091483232767,0.7829666564976956,-0.051009035309987794,18.0,0.17852653341983094,5.0,0.49147726036815653,3.0
TRX,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.27557218489393603,1.0,0.0328320802005011,4.0,0.06886266372714278,10.0,0.11634836787213865,8.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.27550518310495675,1.0,0.03238714517944219,4.0,0.04744988581578258,9.0,0.11087190527448865,9.0
MATIC,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.7413082012396953,0.8702658346189641,-0.05237040234714885,17.0,0.10298896037773786,8.0,0.12649387718165817,7.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.7393399621221564,0.8768282866869679,-0.05070477742190971,17.0,0.09457327775131463,7.0,0.11451502977087635,8.0
LTC,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.9783256070490977,0.6641818974400235,-0.016108812559324948,11.0,-0.03131692539479536,18.0,0.11445926749429725,9.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.9781505600056671,0.6644004770156031,-0.0074150171214680816,11.0,-0.045782985988089275,19.0,0.10794485563149436,10.0
DOT,0.0,0.0,0.0,0.0,0.42343745174658787,1.0,-0.014309922801732489,8.0,0.04407658556043059,11.0,0.0419984076433122,12.0,0.0,0.0,0.0,0.0,0.4226627508996431,1.0,-0.002262443438914352,8.0,0.03379566321547145,11.0,0.038461538461538325,12.0
BCH,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.8231377512098977,0.7013647604687856,-0.01602837108996047,10.0,-0.05366371334476805,19.0,0.04657875735167383,11.0,0.03333333333333333,0.03333333333333333,-0.03611111111111111,0.010185185185185186,0.8216108674038306,0.7896612675637712,0.013323051109822792,5.0,-0.042950741300089024,18.0,0.0506649079800483,11.0
AVAX,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.49956460918124485,1.0,-0.07137858642407269,19.0,0.07341326936631876,9.0,0.009455511240084924,14.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.49956280927695706,1.0,-0.07500000000000007,19.0,0.04616583559342513,10.0,0.009467288315040179,14.0
XLM,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.992080317412644,0.32716366908949307,0.06478073920199412,3.0,0.6277560334674368,2.0,0.6966838133862536,1.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.9726821634914993,0.32629206479196265,0.07630014984126277,3.0,0.612428334166623,2.0,0.5277287913212949,2.0
LINK,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.8940513568852452,0.7305577194650518,0.18784454228982717,1.0,0.2908040938994887,3.0,0.29599176975859254,4.0,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.8972567669975647,0.7270275862725747,0.12300624854275899,2.0,0.31090365530023867,3.0,0.30230802723735506,4.0
UNI,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.5987138241300863,1.0,0.02014133121515793,5.0,0.11175823879119218,7.0,0.10661537080578509,10.0,0.0,0.0,0.0,0.0,0.6000148875577662,1.0,0.00767723774057516,6.0,0.09303794990279157,8.0,0.12401996021082651,6.0
ATOM,0.0,0.0,-0.20833333333333334,-0.06944444444444445,0.41731039881461296,1.0,-0.04332091538052185,16.0,-0.0210216751987804,17.0,-0.021448013064779725,18.0,0.0,0.0,-0.16666666666666666,-0.05555555555555555,0.4100903758942556,1.0,-0.04082281836496682,16.0,-0.013414767150180418,15.0,-0.040517607127705024,19.0
XMR,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.22343872555935967,1.0,-0.015105740181268867,9.0,-0.015700483091787065,14.0,-0.004276114844226742,17.0,0.0,0.0,-0.12499999999999999,-0.041666666666666664,0.21263742352528867,1.0,-0.024390243902439046,14.0,-0.00906344410876092,14.0,-0.021479713603818174,17.0
ETC,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.6398558430522772,1.0,-0.025309247349985964,13.0,-0.01993216612774995,16.0,0.0012147700891553814,16.0,0.0,0.0,-0.12499999999999999,-0.041666666666666664,0.6397442153922492,1.0,-0.03584215296422266,15.0,-0.03989425214538844,17.0,-0.0019812532832197416,15.0
