,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00,2023-08-01 00:00:00
,"10,20,30","10,20,30","10,20,30","10,20,30","10,20,30","10,20,30",obs10,obs10,obs20,obs20,obs30,obs30,"10,20,30","10,20,30","10,20,30","10,20,30","10,20,30","10,20,30",obs10,obs10,obs20,obs20,obs30,obs30
,"top3,5","top3,5","top3,5","top3,5","top3,5","top3,5",,,,,,,"top3,5","top3,5","top3,5","top3,5","top3,5","top3,5",,,,,,
,top,+SL,TopvBot,mix,vol_VT,w_VT,rt,rank,rt,rank,rt,rank,top,+SL,TopvBot,mix,vol_VT,w_VT,rt,rank,rt,rank,rt,rank
BTC,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.21006752552507085,1.0,-0.0223890130734955,11.0,-0.04538715502855761,18.0,-0.04425732118394399,14.0,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.21246277315695622,1.0,-0.03138383567161174,12.0,-0.050067478604344795,18.0,-0.057421637565759576,14.0
ETH,0.0,0.0,0.0,0.0,0.28097922428941063,1.0,-0.018813467038107934,10.0,-0.011797902358515855,9.0,-0.0355209145232529,13.0,0.0,0.0,0.0,0.0,0.2817040065732984,1.0,-0.017481730707412768,10.0,-0.020263700569499332,12.0,-0.05346635836240898,12.0
BNB,0.03333333333333333,0.0,0.03333333333333333,0.022222222222222223,0.3022043240132114,1.0,-0.01107919573245797,5.0,-0.030571198712791903,13.0,-0.027833803953207226,11.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.305190038474244,1.0,0.014516798009124754,3.0,0.00287002870028652,8.0,-0.007707910750507252,10.0
XRP,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,2.196787815744985,0.2960240703472402,-0.028785844744586897,12.0,0.642392614531675,1.0,0.649681339152377,1.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,2.197559075535809,0.295886564620065,-0.014624736834619068,9.0,0.65682447347992,1.0,0.6106590856739773,1.0
DOGE,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.535957202612226,1.0,0.06337066375307288,1.0,0.19270833333333304,5.0,0.13647642679900707,6.0,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.12222222222222223,0.5368681354611431,1.0,0.09237973605789684,1.0,0.18376134091957552,5.0,0.13189236876929855,6.0
ADA,0.0,0.0,0.0,0.0,0.7899671773177289,0.8268497741785034,-0.014575285687439266,8.0,0.0819326617446432,7.0,0.08304271577516098,7.0,0.0,0.0,0.0,0.0,0.7901767036305384,0.8228189963626383,-0.012409933989346977,6.0,0.09079164309988763,6.0,0.08106579168678829,7.0
SOL,0.08888888888888889,0.08888888888888889,0.061111111111111116,0.07962962962962963,0.7579426920347522,0.8616801195833431,-0.05975862315722702,15.0,0.09018944894908687,6.0,0.26870517379033143,3.0,0.08888888888888889,0.08888888888888889,0.061111111111111116,0.07962962962962963,0.7557273167256071,0.8575846258970158,-0.04398320768191666,15.0,0.08039993941737444,7.0,0.20886107279938115,3.0
TRX,0.0,0.0,0.0,0.0,0.31930649912331527,1.0,-0.03120726097227411,13.0,0.0074993535040082104,8.0,0.008542583484338673,9.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.31549953451475504,1.0,-0.0705601907032184,18.0,0.0017985611510786814,9.0,0.02564777061686141,8.0
LTC,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.4859146263777416,1.0,-0.018442112945727285,9.0,-0.03506804059251434,16.0,-0.09204098631664759,19.0,0.03333333333333333,0.03333333333333333,-0.03611111111111111,0.010185185185185186,0.4498979307024698,1.0,0.011272487916679896,4.0,-0.01601853679761789,11.0,-0.11156017204645885,19.0
DOT,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.37247699787905597,1.0,-0.06855059252506879,17.0,-0.020138089758343303,11.0,-0.04522519155298099,15.0,0.0,0.0,-0.05555555555555555,-0.018518518518518517,0.3626298543574602,1.0,-0.0408355287918708,14.0,-0.009714396735962971,10.0,-0.07259825327510949,15.0
MATIC,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.6892716524240151,0.9413130940962365,-0.0952331549084261,19.0,-0.05149644415160759,19.0,0.03450940346166931,8.0,0.0,0.0,-0.13888888888888887,-0.04629629629629629,0.6899808499424527,0.9430244196378809,-0.0805143872003189,19.0,-0.036606572803531745,17.0,0.016871431681171112,9.0
BCH,0.08888888888888889,0.08888888888888889,-0.008333333333333326,0.05648148148148149,0.4337418719278684,1.0,0.008639704491062883,3.0,-0.03463830309410232,15.0,-0.057797858021352955,16.0,0.03333333333333333,0.0,-0.10555555555555556,-0.02407407407407407,0.42547584307066294,1.0,-0.0017159788818154054,5.0,-0.06773010924692424,19.0,-0.08891206512575134,18.0
AVAX,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.4533260476719901,1.0,-0.08297567954220308,18.0,-0.03391107761868861,14.0,-0.011098119772453785,10.0,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.45277864664556433,1.0,-0.06060606060606033,17.0,-0.02305918524212125,13.0,-0.02951925622234519,11.0
XLM,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.9665176270306932,0.33102493907224084,-0.014327464134305412,7.0,0.5672763838599757,2.0,0.4360625470716992,2.0,0.17777777777777778,0.17777777777777778,0.17777777777777778,0.17777777777777778,1.967332052502827,0.33053352335389713,-0.01426836676266463,8.0,0.6011077730047807,2.0,0.43398375569207315,2.0
LINK,0.06666666666666667,0.06666666666666667,0.038888888888888896,0.05740740740740741,0.8655275451794148,0.7489062985136025,-0.05316151212062581,14.0,0.24127230177708947,4.0,0.1849644529748562,4.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.8673325793075208,0.7509870755936044,-0.0408180491604021,13.0,0.22012389907868268,4.0,0.16681979413269565,5.0
UNI,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.4978246314609132,1.0,0.05856491842572087,2.0,0.2416727109676189,3.0,0.1797435456492109,5.0,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.4996983781754327,1.0,0.08030678730253893,2.0,0.22467797455491234,3.0,0.1694167356705205,4.0
ATOM,0.0,0.0,-0.20833333333333334,-0.06944444444444445,0.3776332428898774,1.0,-0.059834500318268535,16.0,-0.03652968036529691,17.0,-0.07291557694319473,17.0,0.0,0.0,-0.20833333333333334,-0.06944444444444445,0.37737836311912504,1.0,-0.050296815974096076,16.0,-0.029771749917300916,16.0,-0.08334201479320769,16.0
XMR,0.03333333333333333,0.0,0.03333333333333333,0.022222222222222223,0.19516329353381268,1.0,-0.004323656578134716,4.0,-0.02480338777979396,12.0,-0.03473053892215516,12.0,0.0,0.0,-0.027777777777777776,-0.009259259259259259,0.19450993704390515,1.0,-0.01848428835489846,11.0,-0.02568807339449497,15.0,-0.0557202133965613,13.0
ETC,0.0,0.0,-0.06944444444444443,-0.023148148148148143,0.37642419124367976,1.0,-0.012937880934023704,6.0,-0.016014204897001894,10.0,-0.09166345671112874,18.0,0.0,0.0,-0.09722222222222221,-0.032407407407407406,0.37251667987218123,1.0,-0.013038043221247464,7.0,-0.0231854460927845,14.0,-0.08562465814429399,17.0
