,,,,total,total,total,fatal,fatal,fatal
vax_name,,,,astra,moderna,pfizer,astra,moderna,pfizer
name0,name1,reaction name,level,,,,,,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail bed disorder,3,2.0,,,0.0,,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail bed inflammation,3,1.0,,,0.0,,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail bed tenderness,3,2.0,,,0.0,,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail discolouration,3,17.0,1.0,13.0,0.0,0.0,0.0
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail disorder,3,5.0,1.0,8.0,0.0,0.0,0.0
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail growth abnormal,3,3.0,,1.0,0.0,,0.0
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail hypertrophy,3,1.0,,,0.0,,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Nail ridging,3,,1.0,,,0.0,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Onychalgia,3,,1.0,,,0.0,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Onychoclasis,3,,3.0,,,0.0,
Skin disorders,Nail and nail bed conditions (excl infections and infestations),Onychomadesis,3,,1.0,,,0.0,
Skin disorders,Panniculitides,Erythema nodosum,3,42.0,11.0,35.0,0.0,0.0,0.0
Skin disorders,Panniculitides,Panniculitis,3,6.0,,3.0,0.0,,0.0
Skin disorders,Papulosquamous conditions,Erythema annulare,3,2.0,,2.0,0.0,,0.0
Skin disorders,Papulosquamous conditions,Lichen planus,3,49.0,5.0,34.0,0.0,0.0,0.0
Skin disorders,Papulosquamous conditions,Lichen sclerosus,3,11.0,1.0,14.0,0.0,0.0,0.0
Skin disorders,Papulosquamous conditions,Lichen striatus,3,1.0,,,0.0,,
Skin disorders,Papulosquamous conditions,Parapsoriasis,3,2.0,2.0,9.0,0.0,0.0,0.0
Skin disorders,Papulosquamous conditions,Pityriasis alba,3,,,1.0,,,0.0
Skin disorders,Papulosquamous conditions,Pityriasis lichenoides et varioliformis acuta,3,1.0,,,0.0,,
Skin disorders,Papulosquamous conditions,Pityriasis rosea,3,69.0,24.0,149.0,0.0,0.0,0.0
Skin disorders,Papulosquamous conditions,Pityriasis rubra pilaris,3,2.0,,1.0,0.0,,0.0
Skin disorders,Photosensitivity and photodermatosis conditions,Actinic prurigo,3,,,1.0,,,0.0
Skin disorders,Photosensitivity and photodermatosis conditions,Photodermatosis,3,2.0,,,0.0,,
Skin disorders,Photosensitivity and photodermatosis conditions,Photosensitivity reaction,3,171.0,25.0,75.0,0.0,0.0,0.0
Skin disorders,Photosensitivity and photodermatosis conditions,Polymorphic light eruption,3,6.0,,4.0,0.0,,0.0
Skin disorders,Photosensitivity and photodermatosis conditions,Solar dermatitis,3,1.0,,2.0,0.0,,0.0
Skin disorders,Pigmentation changes NEC,Haemosiderin stain,3,1.0,,1.0,0.0,,0.0
Skin disorders,Pigmentation changes NEC,Pigmentation disorder,3,18.0,3.0,18.0,0.0,0.0,0.0
Skin disorders,Pilar disorders NEC,Hair colour changes,3,16.0,1.0,11.0,0.0,0.0,0.0
Skin disorders,Pilar disorders NEC,Hair disorder,3,2.0,,1.0,0.0,,0.0
Skin disorders,Pilar disorders NEC,Hair growth abnormal,3,9.0,2.0,15.0,0.0,0.0,0.0
Skin disorders,Pilar disorders NEC,Hair growth rate abnormal,3,,,1.0,,,0.0
Skin disorders,Pilar disorders NEC,Hair texture abnormal,3,15.0,1.0,8.0,0.0,0.0,0.0
Skin disorders,Pilar disorders NEC,Piloerection,3,104.0,16.0,29.0,0.0,0.0,0.0
Skin disorders,Pilar disorders NEC,Pseudofolliculitis,3,2.0,,3.0,0.0,,0.0
Skin disorders,Pilar disorders NEC,Trichodynia,3,7.0,1.0,,0.0,0.0,
Skin disorders,Pilar disorders NEC,Trichorrhexis,3,7.0,1.0,3.0,0.0,0.0,0.0
Skin disorders,Pruritus NEC,Itching scar,3,5.0,4.0,10.0,0.0,0.0,0.0
Skin disorders,Pruritus NEC,Polymorphic eruption of pregnancy,3,,,1.0,,,0.0
Skin disorders,Pruritus NEC,Pruritus,3,8478.0,2764.0,6594.0,0.0,0.0,0.0
Skin disorders,Pruritus NEC,Pruritus allergic,3,1.0,,,0.0,,
Skin disorders,Pruritus NEC,Senile pruritus,3,1.0,,,0.0,,
Skin disorders,Psoriatic conditions,Dermatitis psoriasiform,3,3.0,,6.0,0.0,,0.0
Skin disorders,Psoriatic conditions,Erythrodermic psoriasis,3,4.0,,,0.0,,
Skin disorders,Psoriatic conditions,Guttate psoriasis,3,33.0,4.0,27.0,0.0,0.0,0.0
Skin disorders,Psoriatic conditions,Nail psoriasis,3,1.0,,3.0,0.0,,0.0
Skin disorders,Psoriatic conditions,Palmoplantar pustulosis,3,4.0,1.0,4.0,0.0,0.0,0.0
Skin disorders,Psoriatic conditions,Psoriasis,3,292.0,42.0,285.0,0.0,0.0,0.0
Skin disorders,Psoriatic conditions,Pustular psoriasis,3,10.0,,5.0,0.0,,0.0
Skin disorders,Psoriatic conditions,Rebound psoriasis,3,,1.0,2.0,,0.0,0.0
Skin disorders,Purpura and related conditions,Ecchymosis,3,6.0,,1.0,0.0,,0.0
Skin disorders,Purpura and related conditions,Henoch-Schonlein purpura,3,,3.0,19.0,,0.0,0.0
Skin disorders,Purpura and related conditions,Petechiae,3,,28.0,169.0,,0.0,0.0
Skin disorders,Purpura and related conditions,Purpura,3,,19.0,66.0,,0.0,0.0
Skin disorders,Pustular conditions,Acute generalised exanthematous pustulosis,3,1.0,,2.0,0.0,,0.0
Skin disorders,Pustular conditions,Rash follicular,3,4.0,,,0.0,,
Skin disorders,"Rashes, eruptions and exanthems NEC",Butterfly rash,3,8.0,1.0,8.0,0.0,0.0,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Nodular rash,3,1.0,,,0.0,,
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash,3,9347.0,3194.0,6961.0,0.0,0.0,1.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash erythematous,3,2314.0,1260.0,1523.0,0.0,0.0,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash macular,3,792.0,222.0,596.0,0.0,0.0,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash maculo-papular,3,71.0,8.0,70.0,0.0,0.0,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash morbilliform,3,50.0,10.0,51.0,0.0,0.0,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash papular,3,585.0,210.0,416.0,0.0,0.0,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash pruritic,3,2010.0,689.0,1477.0,0.0,0.0,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash rubelliform,3,1.0,,,0.0,,
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash scarlatiniform,3,2.0,,1.0,0.0,,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Rash vesicular,3,108.0,14.0,94.0,0.0,0.0,0.0
Skin disorders,"Rashes, eruptions and exanthems NEC",Systemic lupus erythematosus rash,3,9.0,1.0,9.0,0.0,0.0,0.0
Skin disorders,Rosaceas,Erythematotelangiectatic rosacea,3,3.0,,1.0,0.0,,0.0
Skin disorders,Rosaceas,Granulomatous rosacea,3,1.0,,,0.0,,
Skin disorders,Rosaceas,Papulopustular rosacea,3,1.0,,1.0,0.0,,0.0
Skin disorders,Rosaceas,Rosacea,3,50.0,2.0,43.0,0.0,0.0,0.0
Skin disorders,Scaly conditions,Dandruff,3,4.0,,5.0,0.0,,0.0
Skin disorders,Scaly conditions,Pityriasis,3,16.0,6.0,32.0,0.0,0.0,0.0
Skin disorders,Sebaceous gland disorders,Sebaceous glands overactivity,3,1.0,,1.0,0.0,,0.0
Skin disorders,Sebaceous gland disorders,Seborrhoea,3,16.0,2.0,15.0,0.0,0.0,0.0
Skin disorders,Skin and subcutaneous conditions NEC,Cellulite,3,3.0,,2.0,0.0,,0.0
Skin disorders,Skin and subcutaneous conditions NEC,Cutaneous symptom,3,12.0,5.0,6.0,0.0,0.0,0.0
Skin disorders,Skin and subcutaneous conditions NEC,Reactive perforating collagenosis,3,,,1.0,,,0.0
Skin disorders,Skin and subcutaneous conditions NEC,Skin discharge,3,1.0,,,0.0,,
Skin disorders,Skin and subcutaneous conditions NEC,Skin mass,3,50.0,13.0,33.0,0.0,0.0,0.0
Skin disorders,Skin and subcutaneous tissue ulcerations,Diabetic foot,3,2.0,,,0.0,,
Skin disorders,Skin and subcutaneous tissue ulcerations,Diabetic ulcer,3,1.0,,,0.0,,
Skin disorders,Skin and subcutaneous tissue ulcerations,Ischaemic skin ulcer,3,1.0,,1.0,0.0,,0.0
Skin disorders,Skin and subcutaneous tissue ulcerations,Mucocutaneous ulceration,3,,,1.0,,,0.0
Skin disorders,Skin and subcutaneous tissue ulcerations,Pyoderma gangrenosum,3,3.0,,2.0,0.0,,0.0
Skin disorders,Skin and subcutaneous tissue ulcerations,Scleroderma associated digital ulcer,3,,,1.0,,,0.0
Skin disorders,Skin and subcutaneous tissue ulcerations,Skin erosion,3,61.0,9.0,32.0,0.0,0.0,0.0
Skin disorders,Skin and subcutaneous tissue ulcerations,Skin ulcer,3,39.0,7.0,25.0,0.0,0.0,0.0
Skin disorders,Skin and subcutaneous tissue ulcerations,Vasculitic ulcer,3,1.0,,,0.0,,
Skin disorders,Skin cysts and polyps,Dermal cyst,3,28.0,8.0,21.0,0.0,0.0,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Angiodermatitis,3,,,2.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Fingerprint loss,3,,,1.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Koebner phenomenon,3,,,1.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Macule,3,,,5.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Nail pigmentation,3,,,2.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Nail ridging,3,,,3.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Neutrophilic dermatosis,3,,,1.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Onychalgia,3,,,10.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Onychoclasis,3,,,10.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Onychomadesis,3,,,4.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Pain of skin,3,,,358.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Papule,3,,,121.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Pathergy reaction,3,,,1.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Perioral dermatitis,3,,,3.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Scab,3,,,30.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Scar discomfort,3,,,1.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Scar pain,3,,,20.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Seborrhoeic dermatitis,3,,,10.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Sensitive skin,3,,,241.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Shagreen skin,3,,,1.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin burning sensation,3,,,283.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin degenerative disorder,3,,,2.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin discolouration,3,,,172.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin discomfort,3,,,6.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin disorder,3,,,40.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin fissures,3,,,12.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin indentation,3,,,3.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin induration,3,,,5.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin irritation,3,,,163.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin lesion,3,,,59.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin lesion inflammation,3,,,1.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin necrosis,3,,,3.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin odour abnormal,3,,,31.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin oedema,3,,,5.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin plaque,3,,,6.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin reaction,3,,,177.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin sensitisation,3,,,48.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin swelling,3,,,119.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin texture abnormal,3,,,2.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin tightness,3,,,30.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin warm,3,,,384.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Skin weeping,3,,,20.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Splinter haemorrhages,3,,,4.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Stasis dermatitis,3,,,3.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Sticky skin,3,,,3.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Target skin lesion,3,,,4.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Transient acantholytic dermatosis,3,,,2.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Vascular skin disorder,3,,,1.0,,,0.0
Skin disorders,Skin disorders Skin disorders cont'd,Yellow skin,3,,,28.0,,,0.0
Skin disorders,Skin disordersSkin disorders cont'd,Henoch-Schonlein purpura,3,18.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Macule,3,13.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Myxoid cyst,3,2.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Nail necrosis,3,1.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Nail pigmentation,3,2.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Nail pitting,3,1.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Nail ridging,3,9.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Neutrophilic dermatosis,3,1.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Onychalgia,3,7.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Onychoclasis,3,12.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Onycholysis,3,4.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Onychomadesis,3,5.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Pain of skin,3,954.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Papule,3,127.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Parakeratosis,3,1.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Petechiae,3,385.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Purpura,3,152.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Scab,3,34.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Scar discomfort,3,1.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Scar pain,3,20.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Sensitive skin,3,607.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin burning sensation,3,605.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin discolouration,3,240.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin discomfort,3,6.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin disorder,3,54.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin fissures,3,19.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin fragility,3,3.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin haemorrhage,3,,7.0,,,0.0,
Skin disorders,Skin disordersSkin disorders cont'd,Skin indentation,3,18.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin induration,3,18.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin irritation,3,169.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin laxity,3,1.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin lesion,3,71.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin necrosis,3,9.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin odour abnormal,3,52.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin plaque,3,3.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin reaction,3,282.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin sensitisation,3,90.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin swelling,3,101.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin texture abnormal,3,2.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin tightness,3,44.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin warm,3,592.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Skin weeping,3,11.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Splinter haemorrhages,3,6.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Stasis dermatitis,3,8.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Sticky skin,3,9.0,1.0,,0.0,0.0,
Skin disorders,Skin disordersSkin disorders cont'd,Target skin lesion,3,2.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Transient acantholytic dermatosis,3,2.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Urticarial dermatitis,3,2.0,,,0.0,,
Skin disorders,Skin disordersSkin disorders cont'd,Yellow skin,3,33.0,5.0,,0.0,0.0,
Skin disorders,Skin dystrophies,Keloid scar,3,3.0,2.0,3.0,0.0,0.0,0.0
Skin disorders,Skin dystrophies,Skin wrinkling,3,6.0,1.0,5.0,0.0,0.0,0.0
Skin disorders,Skin haemorrhages,Haemorrhage subcutaneous,3,24.0,2.0,16.0,0.0,0.0,0.0
Skin disorders,Skin haemorrhages,Mucocutaneous haemorrhage,3,3.0,,,0.0,,
Skin disorders,Skin haemorrhages,Skin haemorrhage,3,54.0,,25.0,0.0,,0.0
Skin disorders,Skin hyperplasias and hypertrophies,Acanthosis,3,1.0,,,0.0,,
Skin disorders,Skin hyperplasias and hypertrophies,Skin hypertrophy,3,4.0,,3.0,0.0,,0.0
Skin disorders,Skin hypoplasias and atrophies,Skin atrophy,3,13.0,3.0,3.0,0.0,0.0,0.0
Skin disorders,Skin hypoplasias and atrophies,Skin striae,3,13.0,,8.0,0.0,,0.0
Skin disorders,Skin injuries and mechanical dermatoses,Decubitus ulcer,3,8.0,1.0,3.0,0.0,0.0,0.0
Skin disorders,Skin injuries and mechanical dermatoses,Needle track marks,3,3.0,2.0,5.0,0.0,0.0,0.0
Skin disorders,Skin preneoplastic conditions NEC,Actinic keratosis,3,3.0,,1.0,0.0,,0.0
Skin disorders,Skin preneoplastic conditions NEC,Leukoplakia,3,1.0,,,0.0,,
Skin disorders,Skin vascular conditions NEC,Angiodermatitis,3,1.0,,,0.0,,
Skin disorders,Skin vascular conditions NEC,Haemangioma-thrombocytopenia syndrome,3,1.0,,,0.0,,
Skin disorders,Skin vascular conditions NEC,Skin oedema,3,3.0,,,0.0,,
Skin disorders,Skin vascular conditions NEC,Vascular skin disorder,3,1.0,,,0.0,,
Skin disorders,Skin vasculitides,Capillaritis,3,1.0,2.0,4.0,0.0,0.0,0.0
Skin disorders,Skin vasculitides,Cutaneous vasculitis,3,15.0,4.0,18.0,0.0,0.0,0.0
Skin disorders,Skin vasculitides,Hypersensitivity vasculitis,3,4.0,1.0,1.0,0.0,0.0,0.0
Skin disorders,Skin vasculitides,Nodular vasculitis,3,1.0,,,0.0,,
Skin disorders,Skin vasculitides,Vasculitic rash,3,30.0,5.0,23.0,0.0,0.0,0.0
Skin disorders,Skin vasomotor conditions,Livedo reticularis,3,60.0,5.0,32.0,0.0,0.0,0.0
Skin disorders,Telangiectasia and related conditions,Spider naevus,3,5.0,1.0,1.0,0.0,0.0,0.0
Skin disorders,Telangiectasia and related conditions,Telangiectasia,3,6.0,,1.0,0.0,,0.0
Skin disorders,Urticarias,Chronic spontaneous urticaria,3,11.0,6.0,16.0,0.0,0.0,0.0
Skin disorders,Urticarias,Cold urticaria,3,13.0,1.0,11.0,0.0,0.0,0.0
Skin disorders,Urticarias,Idiopathic urticaria,3,11.0,5.0,4.0,0.0,0.0,0.0
Skin disorders,Urticarias,Mechanical urticaria,3,10.0,29.0,19.0,0.0,0.0,0.0
Skin disorders,Urticarias,Solar urticaria,3,1.0,,4.0,0.0,,0.0
Skin disorders,Urticarias,Urticaria,3,2686.0,829.0,2423.0,0.0,0.0,0.0
Skin disorders,Urticarias,Urticaria aquagenic,3,,1.0,,,0.0,
Skin disorders,Urticarias,Urticaria cholinergic,3,2.0,1.0,2.0,0.0,0.0,0.0
Skin disorders,Urticarias,Urticaria chronic,3,57.0,8.0,49.0,0.0,0.0,0.0
Skin disorders,Urticarias,Urticaria contact,3,3.0,1.0,1.0,0.0,0.0,0.0
Skin disorders,Urticarias,Urticaria papular,3,4.0,1.0,7.0,0.0,0.0,0.0
Skin disorders,Urticarias,Urticaria pigmentosa,3,1.0,,,0.0,,
Skin disorders,Urticarias,Urticaria thermal,3,7.0,,12.0,0.0,,0.0
Skin disorders,Urticarias,Urticarial vasculitis,3,6.0,1.0,8.0,0.0,0.0,0.0
Social circumstances,Age related issues,Childhood,3,1.0,,,0.0,,
Social circumstances,Age related issues,Infant,3,,,2.0,,,0.0
Social circumstances,Age related issues,Life expectancy shortened,3,2.0,,,0.0,,
Social circumstances,Age related issues,Menarche,3,3.0,2.0,3.0,0.0,0.0,0.0
Social circumstances,Age related issues,Menopause,3,84.0,11.0,54.0,0.0,0.0,0.0
Social circumstances,Age related issues,Postmenopause,3,18.0,2.0,5.0,0.0,0.0,0.0
