index,Binance Official,Backtest,Bitcoin,CryptosAll,tracking_error
2024-01-04,0.0,0.0,0.0,0.0,0.0
2024-01-05,-0.015081830569393495,-0.02118498726938911,-0.00013567045894657959,-0.029103677394695993,0.0061031566999956155
2024-01-06,-0.010783868698500232,-0.021027326478070485,-0.00400474707164622,-0.02869823452867748,0.010243457779570253
2024-01-07,-0.005993120914931094,-0.020235334590255172,-0.0008938253724500855,-0.03631258256946901,0.014242213675324078
2024-01-08,0.014486476755116051,0.007129167809432291,0.009355546743360144,0.006972477106541808,0.00735730894568376
